"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Avg. Closing Cost","Reason For Close","P/L","No. of Contracts","Funds at Close","Margin Req.","Strategy","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-01-27","11:00:00",6001.28,"1 Jan 27 6045 C STO 1.65 | 1 Jan 27 6055 C BTO 1.05",60,6012.28,"2025-01-27","16:00:00",0,"Expired",60,1,19292,940,"",1.57,1,18.12,17.99,-132.2,32.24,100,0
"2025-01-24","11:00:00",6112.66,"1 Jan 24 6140 C STO 0.80 | 1 Jan 24 6150 C BTO 0.40",40,6101.24,"2025-01-24","16:00:00",0,"Expired",40,1,19232,960,"",2,1,14.77,14.8,2.72,-8.77,100,-62.5
"2025-01-23","11:00:00",6091.09,"1 Jan 23 6115 C STO 0.75 | 1 Jan 23 6125 C BTO 0.35",40,6118.71,"2025-01-23","16:00:00",371,"Expired",-331,1,19192,960,"",2.14,73,14.75,14.96,-10.05,14.77,87.5,-827.5
"2025-01-22","11:00:00",6087.37,"1 Jan 22 6110 C STO 0.75 | 1 Jan 22 6120 C BTO 0.30",45,6086.37,"2025-01-22","16:00:00",0,"Expired",45,1,19523,955,"",2.5,1,14.86,15.1,32.15,5.98,100,-177.78
"2025-01-21","11:00:00",6025.39,"1 Jan 21 6055 C STO 0.90 | 1 Jan 21 6065 C BTO 0.40",50,6049.24,"2025-01-21","16:00:00",0,"Expired",50,1,19478,950,"",2.25,1,15.39,15.32,17.46,11.27,100,-330
"2025-01-17","11:00:00",6002.98,"1 Jan 17 6030 C STO 1.25 | 1 Jan 17 6040 C BTO 0.55",70,5996.66,"2025-01-17","16:00:00",0,"Expired",70,1,19428,930,"",2.27,1,15.6,15.94,58.06,7.58,100,-100
"2025-01-16","11:00:00",5955.63,"1 Jan 16 5990 C STO 1.55 | 1 Jan 16 6000 C BTO 0.80",75,5937.34,"2025-01-16","16:00:00",0,"Expired",75,1,19358,925,"",1.94,1,15.79,16.27,13.7,-7.98,100,-60
"2025-01-15","11:00:00",5932.8,"1 Jan 15 5975 C STO 1.25 | 1 Jan 15 5985 C BTO 0.65",60,5949.91,"2025-01-15","16:00:00",0,"Expired",60,1,19283,940,"",1.92,1,16.57,16.13,62.3,27.59,100,-50
"2025-01-14","11:00:00",5839.16,"1 Jan 14 5885 C STO 1.80 | 1 Jan 14 5895 C BTO 0.95",85,5842.91,"2025-01-14","16:00:00",0,"Expired",85,1,19223,915,"",1.89,1,18.75,18.92,23.05,-20.11,100,0
"2025-01-13","11:00:00",5799.48,"1 Jan 13 5845 C STO 1.85 | 1 Jan 13 5855 C BTO 1.05",80,5836.22,"2025-01-13","16:00:00",0,"Expired",80,1,19138,920,"",1.76,1,20.4,19.19,-45.02,17.46,100,-43.75
"2025-01-10","11:00:00",5832.87,"1 Jan 10 5880 C STO 2.05 | 1 Jan 10 5890 C BTO 1.30",75,5827.04,"2025-01-10","16:00:00",0,"Expired",75,1,19058,925,"",1.58,1,19.67,19.56,-27.9,-57.48,100,-160
"2025-01-08","11:00:00",5907.05,"1 Jan 8 5955 C STO 1.70 | 1 Jan 8 5965 C BTO 1.05",65,5918.25,"2025-01-08","16:00:00",0,"Expired",65,1,18983,935,"",1.62,1,18.47,17.61,1.63,-3.61,100,-61.54
"2025-01-07","11:00:00",5957.14,"1 Jan 7 6000 C STO 1.40 | 1 Jan 7 6010 C BTO 0.80",60,5909.03,"2025-01-07","16:00:00",0,"Expired",60,1,18918,940,"",1.75,1,16.95,18.03,17.88,-36.12,100,-8.33
